#category	#chromosome	#contig_1	#contig_2	#window	#interactions per 100kb
proximal_heterochromatin	centromere_3	3R_5	tig00000039	0-42086	826.1506434728768
proximal_heterochromatin	centromere_3	3R_5	Contig86	0-30087	409.7517131614288
proximal_heterochromatin	centromere_3	3R_5	id=139401_0	0-11405	388.46530477233387
distal_heterochromatin	centromere_3	3R_5	3L_10	1300000-1333836	378.5840553947469
proximal_heterochromatin	centromere_3	3R_5	3R_2	0-3452	362.71228029163984
proximal_heterochromatin	centromere_3	3R_5	3R_1	0-27264	317.9381411413379
proximal_heterochromatin	centromere_3	3R_5	3R_3	0-13549	284.3429356845503
proximal_heterochromatin	centromere_3	3R_5	tig00022795	0-30745	260.011938651787
proximal_heterochromatin	centromere_3	3R_5	3Cen_50_D1686_1	0-5642	256.06361455977304
inter-proximal_heterochromatin	centromere_3	3R_5	Contig142	0-50000	235.0063085709883
proximal_heterochromatin	centromere_3	3R_5	3Cen_36_D1605_2	0-9663	229.24799756434172
proximal_heterochromatin	centromere_3	3R_5	3Cen_36_D1605_1	0-27124	181.09486452504106
proximal_heterochromatin	centromere_3	3R_5	3R_4	0-2314	124.86697608869832
proximal_heterochromatin	centromere_3	3R_5	3Cen_27_D1777	0-11973	112.61979891894178
proximal_heterochromatin	centromere_3	3R_5	3R_6	0-45849	100.83262279892618
proximal_heterochromatin	centromere_3	3R_5	3Cen_50_D1686_2	0-14583	92.4636119081458
proximal_heterochromatin	centromere_3	3R_5	Contig11	300000-338657	87.20263163569923
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	2750000-2800000	50.08331166266963
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	2800000-2808589	33.64095734884712
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	2250000-2300000	32.74678070251476
proximal_heterochromatin	centromere_3	3R_5	3R_10	0-36246	31.88679387179252
proximal_heterochromatin	centromere_3	3R_5	3R_9	0-50000	30.820499484719775
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	2600000-2650000	30.820499484719775
euchromatin	centromere_3	3R_5	X_7	100000-150000	30.820499484719775
proximal_heterochromatin	centromere_3	3R_5	Contig11	0-50000	28.89421826692479
inter-proximal_heterochromatin	centromere_3	3R_5	Contig96	0-19727	24.411735410794673
proximal_heterochromatin	centromere_3	3R_5	id=102159_0	0-20774	23.181395227146744
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	2500000-2550000	23.11537461353983
proximal_heterochromatin	centromere_3	3R_5	Contig11	200000-250000	21.189093395744845
proximal_heterochromatin	centromere_3	3R_5	Contig11	250000-300000	21.189093395744845
inter-proximal_heterochromatin	centromere_3	3R_5	Contig102	0-4967	19.390791401197763
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	2200000-2250000	19.26281217794986
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	2650000-2700000	19.26281217794986
euchromatin	centromere_3	3R_5	2R_21	1750000-1800000	17.336530960154874
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	2050000-2100000	17.336530960154874
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	2350000-2400000	17.336530960154874
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	2450000-2500000	17.336530960154874
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	1900000-1950000	15.410249742359888
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	2300000-2350000	15.410249742359888
centromere	centromere_3	3R_5	Contig119	50000-93914	15.35269905333709
distal_heterochromatin	centromere_3	3R_5	Contig94	0-12855	14.98468469696605
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	1550000-1600000	13.4839685245649
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	1800000-1850000	13.4839685245649
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	1850000-1900000	13.4839685245649
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	1950000-2000000	13.4839685245649
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	2700000-2750000	13.4839685245649
inter-proximal_heterochromatin	centromere_3	3R_5	Contig103	0-7153	13.464848439780413
inter-distal_heterochromatin	centromere_3	3R_5	Y_Contig81	0-32099	12.002126033801588
euchromatin	centromere_3	3R_5	2R_21	1700000-1750000	11.557687306769916
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	2550000-2600000	11.557687306769916
centromere	centromere_3	3R_5	Contig79	0-50000	11.557687306769916
inter-proximal_heterochromatin	centromere_3	3R_5	Contig95	0-17404	11.06803733506657
centromere	centromere_3	3R_5	Y_Contig26	100000-139957	9.64177099279218
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	1200000-1250000	9.63140608897493
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	2100000-2150000	9.63140608897493
distal_heterochromatin	centromere_3	3R_5	3_scaffold2	550000-600000	9.63140608897493
proximal_heterochromatin	centromere_3	3R_5	Contig11	50000-100000	9.63140608897493
inter-proximal_heterochromatin	centromere_3	3R_5	Contig142	50000-100000	9.63140608897493
centromere	centromere_3	3R_5	Y_Contig26	50000-100000	9.63140608897493
inter-distal_heterochromatin	centromere_3	3R_5	2L_2	1600000-1650000	7.705124871179944
euchromatin	centromere_3	3R_5	2L_2	550000-600000	7.705124871179944
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1250000-1300000	7.705124871179944
distal_heterochromatin	centromere_3	3R_5	3L_10	1150000-1200000	7.705124871179944
euchromatin	centromere_3	3R_5	3L_1	21300000-21350000	7.705124871179944
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	2400000-2450000	7.705124871179944
euchromatin	centromere_3	3R_5	4_2	200000-250000	7.705124871179944
euchromatin	centromere_3	3R_5	4_2	250000-300000	7.705124871179944
euchromatin	centromere_3	3R_5	4_2	650000-700000	7.705124871179944
proximal_heterochromatin	centromere_3	3R_5	Contig145	0-50000	7.705124871179944
centromere	centromere_3	3R_5	Y_Contig26	0-50000	7.705124871179944
inter-proximal_heterochromatin	centromere_3	3R_5	Contig31	0-27958	6.889910643804942
proximal_heterochromatin	centromere_3	3R_5	id=67822_0	0-14294	6.738076178099153
euchromatin	centromere_3	3R_5	2L_2	1200000-1250000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_2	200000-250000	5.778843653384958
euchromatin	centromere_3	3R_5	2L_2	800000-850000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_18	200000-250000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_19	50000-100000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	1250000-1300000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	1550000-1600000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3L_10	1050000-1100000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3L_10	350000-400000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3L_10	550000-600000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3L_4	650000-700000	5.778843653384958
euchromatin	centromere_3	3R_5	3R_28	400000-450000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	1150000-1200000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	1450000-1500000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	1600000-1650000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	1750000-1800000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	2150000-2200000	5.778843653384958
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	750000-800000	5.778843653384958
euchromatin	centromere_3	3R_5	4_2	1250000-1300000	5.778843653384958
euchromatin	centromere_3	3R_5	4_2	150000-200000	5.778843653384958
euchromatin	centromere_3	3R_5	4_2	300000-350000	5.778843653384958
euchromatin	centromere_3	3R_5	4_2	350000-400000	5.778843653384958
euchromatin	centromere_3	3R_5	4_2	800000-850000	5.778843653384958
inter-distal_heterochromatin	centromere_3	3R_5	Y_Contig29	100000-123550	4.089769039904429
centromere	centromere_3	3R_5	tig00057289	0-24561	3.9214226167399246
euchromatin	centromere_3	3R_5	2L_1	13650000-13700000	3.852562435589972
euchromatin	centromere_3	3R_5	2L_1	20050000-20100000	3.852562435589972
euchromatin	centromere_3	3R_5	2L_1	20150000-20200000	3.852562435589972
euchromatin	centromere_3	3R_5	2L_1	8900000-8950000	3.852562435589972
euchromatin	centromere_3	3R_5	2L_2	1000000-1050000	3.852562435589972
euchromatin	centromere_3	3R_5	2L_2	100000-150000	3.852562435589972
inter-distal_heterochromatin	centromere_3	3R_5	2L_2	1650000-1700000	3.852562435589972
inter-distal_heterochromatin	centromere_3	3R_5	2R_16	500000-550000	3.852562435589972
inter-distal_heterochromatin	centromere_3	3R_5	2R_16	650000-700000	3.852562435589972
inter-distal_heterochromatin	centromere_3	3R_5	2R_16	700000-750000	3.852562435589972
inter-distal_heterochromatin	centromere_3	3R_5	2R_19	150000-200000	3.852562435589972
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	900000-950000	3.852562435589972
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	950000-1000000	3.852562435589972
euchromatin	centromere_3	3R_5	2R_21	10200000-10250000	3.852562435589972
euchromatin	centromere_3	3R_5	2R_21	11350000-11400000	3.852562435589972
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	1450000-1500000	3.852562435589972
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	1600000-1650000	3.852562435589972
euchromatin	centromere_3	3R_5	2R_21	1850000-1900000	3.852562435589972
euchromatin	centromere_3	3R_5	2R_21	2000000-2050000	3.852562435589972
euchromatin	centromere_3	3R_5	2R_21	2200000-2250000	3.852562435589972
euchromatin	centromere_3	3R_5	2R_21	4050000-4100000	3.852562435589972
euchromatin	centromere_3	3R_5	2R_21	7600000-7650000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3L_10	1000000-1050000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3L_10	300000-350000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3L_10	600000-650000	3.852562435589972
euchromatin	centromere_3	3R_5	3L_1	13400000-13450000	3.852562435589972
euchromatin	centromere_3	3R_5	3L_1	14350000-14400000	3.852562435589972
euchromatin	centromere_3	3R_5	3L_1	21350000-21400000	3.852562435589972
euchromatin	centromere_3	3R_5	3L_1	21850000-21900000	3.852562435589972
euchromatin	centromere_3	3R_5	3L_1	22400000-22450000	3.852562435589972
euchromatin	centromere_3	3R_5	3L_1	22450000-22500000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3L_1	23550000-23600000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3L_1	23950000-24000000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3L_1	24500000-24550000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3L_4	1350000-1400000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3L_4	350000-400000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3L_4	450000-500000	3.852562435589972
euchromatin	centromere_3	3R_5	3R_28	1400000-1450000	3.852562435589972
euchromatin	centromere_3	3R_5	3R_28	250000-300000	3.852562435589972
euchromatin	centromere_3	3R_5	3R_28	50000-100000	3.852562435589972
euchromatin	centromere_3	3R_5	3R_28	6200000-6250000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	1100000-1150000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	1250000-1300000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	1500000-1550000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	1650000-1700000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	1700000-1750000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	2000000-2050000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	250000-300000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	300000-350000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	600000-650000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	650000-700000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3_scaffold1	850000-900000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3_scaffold2	100000-150000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3_scaffold2	950000-1000000	3.852562435589972
euchromatin	centromere_3	3R_5	4_2	1000000-1050000	3.852562435589972
euchromatin	centromere_3	3R_5	4_2	1100000-1150000	3.852562435589972
euchromatin	centromere_3	3R_5	4_2	450000-500000	3.852562435589972
euchromatin	centromere_3	3R_5	4_2	550000-600000	3.852562435589972
euchromatin	centromere_3	3R_5	4_2	700000-750000	3.852562435589972
proximal_heterochromatin	centromere_3	3R_5	Contig11	150000-200000	3.852562435589972
inter-distal_heterochromatin	centromere_3	3R_5	Contig135	350000-400000	3.852562435589972
inter-proximal_heterochromatin	centromere_3	3R_5	Contig142	100000-150000	3.852562435589972
euchromatin	centromere_3	3R_5	X_1	17650000-17700000	3.852562435589972
inter-distal_heterochromatin	centromere_3	3R_5	Y_Contig104	300000-350000	3.852562435589972
inter-distal_heterochromatin	centromere_3	3R_5	Y_scaffold5	100000-150000	3.852562435589972
distal_heterochromatin	centromere_3	3R_5	3_scaffold2	1700000-1735083	2.7453199808952853
inter-proximal_heterochromatin	centromere_3	3R_5	Contig120	50000-98825	1.972638215867881
euchromatin	centromere_3	3R_5	2L_1	10450000-10500000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	10850000-10900000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	11100000-11150000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	11450000-11500000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	11950000-12000000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	12200000-12250000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	12300000-12350000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	12700000-12750000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	13200000-13250000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	14950000-15000000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	15000000-15050000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	15250000-15300000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	15700000-15750000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	16050000-16100000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	16300000-16350000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	16750000-16800000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	16900000-16950000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	17800000-17850000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	18400000-18450000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	18950000-19000000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	19150000-19200000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	19400000-19450000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	19500000-19550000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	19550000-19600000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	19800000-19850000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	19850000-19900000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	20550000-20600000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	20650000-20700000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	20900000-20950000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	21150000-21200000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	21300000-21350000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	2500000-2550000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	300000-350000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	4450000-4500000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	6800000-6850000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	8000000-8050000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	8950000-9000000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	9000000-9050000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	9800000-9850000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	9900000-9950000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_2	0-50000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_2	1150000-1200000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_2	1350000-1400000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_2	1400000-1450000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_2	1450000-1500000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_2	250000-300000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_2	300000-350000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_2	500000-550000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_2	50000-100000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_2	600000-650000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_2	750000-800000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_2	950000-1000000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_16	100000-150000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_16	200000-250000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_16	350000-400000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_16	450000-500000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_16	550000-600000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_18	150000-200000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_18	300000-350000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_18	500000-550000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_18	550000-600000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_18	600000-650000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_18	650000-700000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_19	100000-150000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_19	250000-300000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	0-50000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1000000-1050000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1150000-1200000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1500000-1550000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	150000-200000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1550000-1600000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1650000-1700000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1750000-1800000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	200000-250000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	250000-300000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	450000-500000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	500000-550000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	10700000-10750000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	1100000-1150000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	11150000-11200000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	11400000-11450000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	1200000-1250000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	12900000-12950000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	13050000-13100000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	13300000-13350000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	14600000-14650000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	15750000-15800000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	16300000-16350000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	17300000-17350000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	18000000-18050000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	1800000-1850000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	18950000-19000000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	1900000-1950000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	19200000-19250000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	20100000-20150000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	2100000-2150000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	21350000-21400000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	21500000-21550000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	2500000-2550000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	250000-300000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	2700000-2750000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	2750000-2800000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	2950000-3000000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	3100000-3150000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	3350000-3400000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	3400000-3450000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	400000-450000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	4150000-4200000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	50000-100000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	5250000-5300000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	5700000-5750000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	6000000-6050000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	6100000-6150000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	6150000-6200000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	6200000-6250000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	6300000-6350000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	700000-750000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	750000-800000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	7650000-7700000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	800000-850000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	8150000-8200000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	8400000-8450000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	8550000-8600000	1.926281217794986
distal_heterochromatin	centromere_3	3R_5	3L_10	400000-450000	1.926281217794986
distal_heterochromatin	centromere_3	3R_5	3L_10	450000-500000	1.926281217794986
distal_heterochromatin	centromere_3	3R_5	3L_10	700000-750000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	1150000-1200000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	12500000-12550000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	12700000-12750000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	12800000-12850000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	13100000-13150000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	14000000-14050000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	14150000-14200000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	15200000-15250000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	16300000-16350000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	1650000-1700000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	16700000-16750000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	1750000-1800000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	18000000-18050000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	18050000-18100000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	18600000-18650000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	19200000-19250000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	19250000-19300000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	19350000-19400000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	19500000-19550000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	19600000-19650000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	19900000-19950000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	20000000-20050000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	20500000-20550000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	20900000-20950000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	21050000-21100000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	21550000-21600000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	21950000-22000000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	22100000-22150000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	22500000-22550000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	22750000-22800000	1.926281217794986
distal_heterochromatin	centromere_3	3R_5	3L_1	22950000-23000000	1.926281217794986
distal_heterochromatin	centromere_3	3R_5	3L_1	23050000-23100000	1.926281217794986
distal_heterochromatin	centromere_3	3R_5	3L_1	23100000-23150000	1.926281217794986
distal_heterochromatin	centromere_3	3R_5	3L_1	23250000-23300000	1.926281217794986
distal_heterochromatin	centromere_3	3R_5	3L_1	23350000-23400000	1.926281217794986
distal_heterochromatin	centromere_3	3R_5	3L_1	23500000-23550000	1.926281217794986
distal_heterochromatin	centromere_3	3R_5	3L_1	23600000-23650000	1.926281217794986
distal_heterochromatin	centromere_3	3R_5	3L_1	23750000-23800000	1.926281217794986
distal_heterochromatin	centromere_3	3R_5	3L_1	24050000-24100000	1.926281217794986
distal_heterochromatin	centromere_3	3R_5	3L_1	24250000-24300000	1.926281217794986
distal_heterochromatin	centromere_3	3R_5	3L_1	24300000-24350000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	2450000-2500000	1.926281217794986
distal_heterochromatin	centromere_3	3R_5	3L_1	24550000-24600000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	2500000-2550000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	250000-300000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	400000-450000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	4350000-4400000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	4450000-4500000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	6550000-6600000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	6700000-6750000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	750000-800000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	8750000-8800000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	9000000-9050000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	900000-950000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	9150000-9200000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	9300000-9350000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	9400000-9450000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	9700000-9750000	1.926281217794986
