2L_1	1811	4826
2L_1	13342	14111
2L_1	36325	38694
2L_1	40175	44868
2L_1	50850	53324
2L_1	59087	62331
2L_1	62645	70153
2L_1	95127	101018
2L_1	111923	114485
2L_1	118589	123675
2L_1	124192	126509
2L_1	126579	129635
2L_1	131201	143250
2L_1	144417	145678
2L_1	146108	151254
2L_1	151983	159138
2L_1	159161	167031
2L_1	167563	187878
2L_1	216279	231657
2L_1	232574	236152
2L_1	236140	254818
2L_1	254984	260528
2L_1	260594	272151
2L_1	280253	285316
2L_1	285348	285890
2L_1	298076	306561
2L_1	306579	322472
2L_1	322460	323966
2L_1	324122	326571
2L_1	326637	332299
2L_1	354316	365254
2L_1	385903	390146
2L_1	396353	404846
2L_1	405062	414447
2L_1	434712	450231
2L_1	450322	457577
2L_1	457486	462916
2L_1	462995	464961
2L_1	468743	477749
2L_1	479157	483106
2L_1	483169	485019
2L_1	485705	489363
2L_1	489632	494378
2L_1	494324	495121
2L_1	497940	503259
2L_1	503417	506643
2L_1	507245	513667
2L_1	513641	519824
2L_1	525853	536396
2L_1	536552	541869
2L_1	541895	544146
2L_1	544250	546299
2L_1	546293	551582
2L_1	551502	560901
2L_1	593983	626334
2L_1	629043	632814
2L_1	633212	645168
2L_1	652313	655025
2L_1	661149	665060
2L_1	665069	670669
2L_1	670685	686777
2L_1	695012	696732
2L_1	701227	708618
2L_1	726473	729500
2L_1	729457	740244
2L_1	740935	751845
2L_1	753793	754966
2L_1	756984	776629
2L_1	795175	799465
2L_1	804331	807040
2L_1	809824	813654
2L_1	814729	825834
2L_1	826669	830674
2L_1	831317	832236
2L_1	833993	834934
2L_1	836487	852792
2L_1	864184	872106
2L_1	875516	880895
2L_1	883171	885611
2L_1	891171	900611
2L_1	912534	918614
2L_1	923692	925384
2L_1	928211	933495
2L_1	938682	948271
2L_1	956606	963903
2L_1	967295	968144
2L_1	972445	976556
2L_1	980220	986542
2L_1	992177	996188
2L_1	997407	1001110
2L_1	1015035	1021683
2L_1	1022309	1023043
2L_1	1024457	1026914
2L_1	1040653	1042923
2L_1	1059466	1066139
2L_1	1067985	1077909
2L_1	1079229	1085210
2L_1	1098575	1114194
2L_1	1114140	1118863
2L_1	1118873	1124142
2L_1	1124946	1127307
2L_1	1128403	1129203
2L_1	1130015	1151764
2L_1	1152246	1154512
2L_1	1154531	1159462
2L_1	1159565	1163256
2L_1	1167052	1167713
2L_1	1183647	1187075
2L_1	1187219	1192596
2L_1	1203596	1226763
2L_1	1232457	1237120
2L_1	1239625	1240327
2L_1	1251619	1256384
2L_1	1267234	1278833
2L_1	1278969	1290808
2L_1	1300726	1306595
2L_1	1306579	1328507
2L_1	1328700	1330431
2L_1	1331392	1333786
2L_1	1333798	1337260
2L_1	1341924	1346036
2L_1	1345934	1350227
2L_1	1351256	1353571
2L_1	1361751	1380659
2L_1	1383585	1406190
2L_1	1411062	1438881
2L_1	1443743	1463186
2L_1	1463351	1478721
2L_1	1478724	1484398
2L_1	1493042	1500024
2L_1	1504031	1523413
2L_1	1531575	1533362
2L_1	1533376	1542836
2L_1	1542878	1558349
2L_1	1558845	1572970
2L_1	1573830	1576990
2L_1	1577024	1579385
2L_1	1579380	1589869
2L_1	1589886	1592526
2L_1	1592941	1595689
2L_1	1598262	1600875
2L_1	1603358	1610386
2L_1	1623218	1626947
2L_1	1630288	1646353
2L_1	1658777	1665072
2L_1	1670652	1673346
2L_1	1698241	1701643
2L_1	1709041	1716539
2L_1	1726080	1731836
2L_1	1732135	1737116
2L_1	1744441	1746760
2L_1	1751323	1759284
2L_1	1761553	1764507
2L_1	1764625	1767828
2L_1	1771594	1775745
2L_1	1775837	1784002
2L_1	1784222	1787900
2L_1	1787994	1792887
2L_1	1792951	1793761
2L_1	1793742	1794553
2L_1	1794535	1800980
2L_1	1813241	1814967
2L_1	1821359	1828499
2L_1	1850690	1855367
2L_1	1858970	1874964
2L_1	1874910	1881021
2L_1	1882464	1887030
2L_1	1887066	1895926
2L_1	1904262	1912418
2L_1	1918344	1923122
2L_1	1925892	1939486
2L_1	1939654	1942121
2L_1	1948695	1958293
2L_1	1958810	1973546
2L_1	1973875	1979097
2L_1	1979270	1983970
2L_1	1984368	1986160
2L_1	1993759	2011507
2L_1	2018337	2023725
2L_1	2028622	2031392
2L_1	2033842	2034688
2L_1	2035491	2039858
2L_1	2040051	2043660
2L_1	2049835	2052363
2L_1	2054899	2055812
2L_1	2055758	2058723
2L_1	2060764	2075198
2L_1	2075199	2079246
2L_1	2079398	2083815
2L_1	2092946	2100071
2L_1	2107076	2111263
2L_1	2122260	2128411
2L_1	2128414	2130386
2L_1	2132634	2136118
2L_1	2136112	2137257
2L_1	2146582	2148951
2L_1	2155595	2159889
2L_1	2160110	2166146
2L_1	2172022	2181976
2L_1	2184531	2189503
2L_1	2211524	2212323
2L_1	2213865	2217720
2L_1	2219566	2222411
2L_1	2227110	2229983
2L_1	2231301	2233053
2L_1	2233111	2236141
2L_1	2236708	2240474
2L_1	2240733	2247535
2L_1	2248420	2252890
2L_1	2252923	2257098
2L_1	2258078	2277097
2L_1	2287514	2292156
2L_1	2292102	2296271
2L_1	2299213	2313730
2L_1	2333536	2336563
2L_1	2340355	2341538
2L_1	2344232	2351320
2L_1	2356687	2361621
2L_1	2373042	2374784
2L_1	2376242	2378008
2L_1	2377909	2385339
2L_1	2385414	2388473
2L_1	2391848	2400811
2L_1	2401379	2416254
2L_1	2417016	2423956
2L_1	2427125	2434885
2L_1	2437287	2443309
2L_1	2444922	2447033
2L_1	2451103	2460017
2L_1	2461957	2465000
2L_1	2466272	2474428
2L_1	2474669	2475561
2L_1	2475682	2483186
2L_1	2502385	2503360
2L_1	2505063	2511150
2L_1	2511096	2512068
2L_1	2512014	2514701
2L_1	2516192	2520750
2L_1	2520760	2524120
2L_1	2524187	2530641
2L_1	2531345	2548144
2L_1	2555889	2559416
2L_1	2561429	2565123
2L_1	2576720	2584275
2L_1	2598370	2603866
2L_1	2614381	2621892
2L_1	2629796	2633751
2L_1	2633753	2634446
2L_1	2634448	2639769
2L_1	2642376	2643422
2L_1	2646667	2649203
2L_1	2652442	2657561
2L_1	2657479	2662400
2L_1	2693176	2699104
2L_1	2700932	2702614
2L_1	2705190	2719628
2L_1	2719770	2720549
2L_1	2724760	2725532
2L_1	2726357	2733939
2L_1	2746773	2748615
2L_1	2753637	2755499
2L_1	2759294	2766447
2L_1	2766685	2775750
2L_1	2775746	2781119
2L_1	2784939	2799283
2L_1	2809085	2811946
2L_1	2812860	2814154
2L_1	2817058	2819251
2L_1	2823514	2829897
2L_1	2830265	2842534
2L_1	2842533	2848268
2L_1	2848290	2852443
2L_1	2853260	2854749
2L_1	2854771	2857922
2L_1	2857923	2861457
2L_1	2867361	2875600
2L_1	2875839	2877569
2L_1	2878169	2883274
2L_1	2891546	2892365
2L_1	2892324	2895013
2L_1	2903321	2914285
2L_1	2918129	2921158
2L_1	2922496	2930349
2L_1	2933764	2938292
2L_1	2953589	2960040
2L_1	2962061	2979331
2L_1	2981066	2991110
2L_1	2993307	2994320
2L_1	2994401	3006114
2L_1	3006074	3013368
2L_1	3013506	3022975
2L_1	3032640	3036292
2L_1	3036176	3037717
2L_1	3040271	3056009
2L_1	3056134	3066599
2L_1	3066584	3068456
2L_1	3069368	3071595
2L_1	3073204	3075393
2L_1	3075505	3099723
2L_1	3111851	3113355
2L_1	3115857	3118132
2L_1	3123251	3130045
2L_1	3132467	3141361
2L_1	3141521	3146070
2L_1	3154155	3156732
2L_1	3159275	3162166
2L_1	3162140	3164760
2L_1	3173368	3179612
2L_1	3179698	3183095
2L_1	3190820	3195636
2L_1	3196142	3197529
2L_1	3197524	3199587
2L_1	3199562	3201163
2L_1	3207484	3210911
2L_1	3211001	3211764
2L_1	3211710	3215409
2L_1	3219488	3220411
2L_1	3221312	3223587
2L_1	3224090	3229338
2L_1	3238092	3243722
2L_1	3243670	3248727
2L_1	3248844	3255544
2L_1	3258756	3266865
2L_1	3272793	3278061
2L_1	3287442	3288028
2L_1	3301300	3309457
2L_1	3309458	3315533
2L_1	3315524	3325295
2L_1	3334166	3338706
2L_1	3338894	3351041
2L_1	3353834	3356507
2L_1	3356903	3368137
2L_1	3367969	3372114
2L_1	3375173	3376366
2L_1	3376806	3380622
2L_1	3383994	3385828
2L_1	3386783	3395190
2L_1	3396901	3400010
2L_1	3405235	3412843
2L_1	3412896	3414097
2L_1	3415391	3419305
2L_1	3421331	3427784
2L_1	3428595	3431430
2L_1	3431719	3435396
2L_1	3436869	3438220
2L_1	3438204	3441126
2L_1	3441549	3444839
2L_1	3458916	3461180
2L_1	3462505	3465258
2L_1	3465912	3475189
2L_1	3476052	3478583
2L_1	3478963	3494145
2L_1	3494112	3504216
2L_1	3504162	3511026
2L_1	3510972	3515252
2L_1	3517029	3519979
2L_1	3525050	3527562
2L_1	3527561	3532216
2L_1	3534260	3534893
2L_1	3534984	3545193
2L_1	3547321	3547894
2L_1	3551133	3555001
2L_1	3554947	3556029
2L_1	3555975	3557103
2L_1	3557088	3562503
2L_1	3564593	3572778
2L_1	3572917	3585126
2L_1	3585224	3590689
2L_1	3601756	3603176
2L_1	3604380	3609492
2L_1	3609513	3616785
2L_1	3623820	3630998
2L_1	3631024	3634356
2L_1	3634728	3638583
2L_1	3645514	3654435
2L_1	3662436	3665190
2L_1	3691933	3692631
2L_1	3698298	3704426
2L_1	3707875	3712636
2L_1	3716589	3720517
2L_1	3723547	3726341
2L_1	3728187	3734124
2L_1	3734275	3744753
2L_1	3747180	3752660
2L_1	3758738	3762646
2L_1	3765121	3768344
2L_1	3768349	3774749
2L_1	3774752	3780193
2L_1	3781143	3795122
2L_1	3805352	3808658
2L_1	3816975	3818722
2L_1	3818744	3826740
2L_1	3826686	3829147
2L_1	3829405	3835471
2L_1	3836176	3841232
2L_1	3842494	3845641
2L_1	3849938	3856611
2L_1	3856614	3861635
2L_1	3863767	3868537
2L_1	3874251	3881517
2L_1	3882044	3885517
2L_1	3885520	3889043
2L_1	3889134	3902993
2L_1	3903074	3906975
2L_1	3906961	3914812
2L_1	3916586	3921820
2L_1	3924652	3925585
2L_1	3925531	3931603
2L_1	3935645	3944028
2L_1	3947001	3952784
2L_1	3959793	3962118
2L_1	3963445	3971492
2L_1	3971611	3973812
2L_1	3977418	3988852
2L_1	3990053	3993029
2L_1	3993106	3997824
2L_1	3998037	3999487
2L_1	3999532	4002244
2L_1	4002264	4017335
2L_1	4017376	4019574
2L_1	4019520	4033793
2L_1	4033801	4044253
2L_1	4049414	4051384
2L_1	4068172	4072817
2L_1	4097281	4101408
2L_1	4105675	4109429
2L_1	4122414	4128098
2L_1	4141662	4144845
2L_1	4144926	4150607
2L_1	4151323	4156519
2L_1	4162429	4167758
2L_1	4172413	4173423
2L_1	4182422	4183987
2L_1	4184036	4193003
2L_1	4199269	4203046
2L_1	4205999	4207899
2L_1	4211778	4218441
2L_1	4218542	4223555
2L_1	4228155	4234531
2L_1	4239301	4243906
2L_1	4246570	4253754
2L_1	4254093	4258074
2L_1	4257997	4259094
2L_1	4267694	4275567
2L_1	4275548	4276356
2L_1	4277493	4281771
2L_1	4285148	4287350
2L_1	4290930	4295948
2L_1	4315934	4319305
2L_1	4327435	4335784
2L_1	4335775	4342551
2L_1	4342759	4349661
2L_1	4350854	4351696
2L_1	4352400	4368804
2L_1	4376359	4382981
2L_1	4387160	4396260
2L_1	4398059	4402726
2L_1	4402765	4426397
2L_1	4440699	4445604
2L_1	4453150	4456045
2L_1	4455991	4456859
2L_1	4457109	4468416
2L_1	4468597	4475369
2L_1	4475738	4483236
2L_1	4485327	4489977
2L_1	4490158	4499746
2L_1	4522555	4538418
2L_1	4541112	4561073
2L_1	4574982	4577017
2L_1	4579284	4593808
2L_1	4593841	4611910
2L_1	4612059	4620470
2L_1	4620718	4623188
2L_1	4624021	4629252
2L_1	4637684	4639559
2L_1	4639835	4642378
2L_1	4642815	4648143
2L_1	4649089	4649856
2L_1	4653585	4657404
2L_1	4657453	4664439
2L_1	4664425	4671187
2L_1	4676766	4687248
2L_1	4698555	4701151
2L_1	4702321	4709070
2L_1	4709870	4718513
2L_1	4728039	4732154
2L_1	4736907	4743887
2L_1	4744477	4748745
2L_1	4754555	4762012
2L_1	4762130	4764467
2L_1	4766011	4768365
2L_1	4768311	4771800
2L_1	4777695	4778557
2L_1	4778559	4780021
2L_1	4784075	4791042
2L_1	4794555	4799552
2L_1	4800125	4801574
2L_1	4804054	4804660
2L_1	4804606	4807649
2L_1	4815136	4819516
2L_1	4825075	4826876
2L_1	4826935	4831219
2L_1	4831202	4834145
2L_1	4834137	4836185
2L_1	4847013	4853457
2L_1	4853354	4856286
2L_1	4858278	4861321
2L_1	4861267	4865727
2L_1	4865907	4870209
2L_1	4870236	4874874
2L_1	4874859	4884341
2L_1	4891688	4898916
2L_1	4898862	4900159
2L_1	4900829	4903235
2L_1	4905528	4910759
2L_1	4910705	4913542
2L_1	4913592	4920158
2L_1	4923503	4926594
2L_1	4926931	4939987
2L_1	4953030	4955012
2L_1	4954930	4957961
2L_1	4958700	4965669
2L_1	4968371	4978646
2L_1	4981201	4999534
2L_1	5012241	5013195
2L_1	5013185	5016637
2L_1	5016643	5019906
2L_1	5021315	5027974
