Transposon pos CidM_15m_IP CidM_15m_IN CidM_5m_IP CidM_5m_IN CidM_5m_IP2 CidM_5m_IN2
Jockey-3_DSim	1	713	61	266	47	126	15
Jockey-3_DSim	2	1936	92	430	73	182	16
Jockey-3_DSim	3	1956	92	431	73	182	16
Jockey-3_DSim	4	1959	92	431	73	182	16
Jockey-3_DSim	5	1962	92	434	73	182	16
Jockey-3_DSim	6	1964	92	435	73	182	16
Jockey-3_DSim	7	1992	95	444	75	188	16
Jockey-3_DSim	8	1996	95	445	75	188	16
Jockey-3_DSim	9	2033	96	459	76	188	16
Jockey-3_DSim	10	2161	99	507	82	198	21
Jockey-3_DSim	11	2163	99	510	82	199	21
Jockey-3_DSim	12	2262	111	540	88	205	24
Jockey-3_DSim	13	2266	111	541	88	207	24
Jockey-3_DSim	14	2270	111	542	88	207	24
Jockey-3_DSim	15	2304	113	549	88	219	26
Jockey-3_DSim	16	2306	114	551	88	219	26
Jockey-3_DSim	17	2306	115	552	88	219	26
Jockey-3_DSim	18	2331	115	570	91	227	27
Jockey-3_DSim	19	2418	119	630	94	274	28
Jockey-3_DSim	20	2089	82	547	62	212	15
Jockey-3_DSim	21	1997	78	528	61	184	15
Jockey-3_DSim	22	1907	76	504	59	176	15
Jockey-3_DSim	23	1115	56	456	43	188	16
Jockey-3_DSim	24	1070	55	443	42	162	16
Jockey-3_DSim	25	1399	76	597	56	175	18
Jockey-3_DSim	26	1360	72	597	54	192	18
Jockey-3_DSim	27	1361	71	591	52	183	18
Jockey-3_DSim	28	1374	73	598	52	187	18
Jockey-3_DSim	29	1394	73	600	52	189	18
Jockey-3_DSim	30	1400	73	599	52	191	18
Jockey-3_DSim	31	1416	73	599	53	193	18
Jockey-3_DSim	32	1395	70	592	51	187	18
Jockey-3_DSim	33	1391	70	591	51	189	18
Jockey-3_DSim	34	1366	70	579	50	192	18
Jockey-3_DSim	35	2054	137	768	102	229	41
Jockey-3_DSim	36	2134	143	793	104	286	45
Jockey-3_DSim	37	2075	134	774	101	310	42
Jockey-3_DSim	38	2073	134	774	101	310	42
Jockey-3_DSim	39	2105	137	782	103	310	43
Jockey-3_DSim	40	2075	135	776	103	298	41
Jockey-3_DSim	41	2079	134	774	103	298	41
Jockey-3_DSim	42	2170	140	800	107	299	42
Jockey-3_DSim	43	2152	140	783	104	291	41
Jockey-3_DSim	44	2080	136	731	101	244	40
Jockey-3_DSim	45	1828	122	575	89	227	38
Jockey-3_DSim	46	1821	121	570	89	221	38
Jockey-3_DSim	47	1817	123	564	88	221	39
Jockey-3_DSim	48	1664	120	519	85	201	37
Jockey-3_DSim	49	1665	121	520	85	201	37
Jockey-3_DSim	50	1317	97	362	71	185	35
Jockey-3_DSim	51	1316	96	366	72	171	35
Jockey-3_DSim	52	1261	96	364	71	168	35
Jockey-3_DSim	53	1248	95	362	71	168	36
Jockey-3_DSim	54	1296	100	409	83	211	38
Jockey-3_DSim	55	1312	104	423	87	232	38
Jockey-3_DSim	56	1349	109	481	90	260	38
Jockey-3_DSim	57	1404	112	515	94	303	38
Jockey-3_DSim	58	1412	112	517	94	303	38
Jockey-3_DSim	59	1456	117	561	95	312	40
Jockey-3_DSim	60	648	48	327	37	266	12
Jockey-3_DSim	61	587	43	329	36	234	8
Jockey-3_DSim	62	598	41	343	33	228	8
Jockey-3_DSim	63	713	42	381	39	250	10
Jockey-3_DSim	64	1095	46	475	47	315	12
Jockey-3_DSim	65	1115	47	481	47	323	12
Jockey-3_DSim	66	1118	48	486	48	326	13
Jockey-3_DSim	67	1411	48	523	52	337	19
Jockey-3_DSim	68	1408	49	523	52	339	19
Jockey-3_DSim	69	1405	49	520	53	341	19
Jockey-3_DSim	70	1414	50	522	53	340	19
Jockey-3_DSim	71	1414	50	522	53	341	19
Jockey-3_DSim	72	1411	48	520	53	341	18
Jockey-3_DSim	73	1420	49	522	53	341	18
Jockey-3_DSim	74	1426	48	522	54	339	19
Jockey-3_DSim	75	1433	48	526	55	340	19
Jockey-3_DSim	76	1460	49	527	55	334	19
Jockey-3_DSim	77	1469	48	520	52	332	19
Jockey-3_DSim	78	1480	48	517	53	328	18
Jockey-3_DSim	79	1491	44	489	43	285	17
Jockey-3_DSim	80	1474	41	477	40	262	18
Jockey-3_DSim	81	1424	37	421	37	232	18
Jockey-3_DSim	82	1372	35	394	33	189	18
Jockey-3_DSim	83	1364	35	392	33	187	18
Jockey-3_DSim	84	1310	28	350	33	175	16
Jockey-3_DSim	85	1304	28	346	33	174	16
Jockey-3_DSim	86	1289	27	316	32	148	18
Jockey-3_DSim	87	1003	27	267	33	115	20
Jockey-3_DSim	88	895	27	230	30	96	18
Jockey-3_DSim	89	488	20	134	20	47	15
Jockey-3_DSim	90	568	21	209	23	70	17
Jockey-3_DSim	91	808	41	303	35	104	24
Jockey-3_DSim	92	834	52	329	32	123	20
Jockey-3_DSim	93	1078	54	371	35	139	21
Jockey-3_DSim	94	1265	59	392	36	146	21
Jockey-3_DSim	95	1359	64	438	40	157	21
Jockey-3_DSim	96	1379	64	443	40	160	23
Jockey-3_DSim	97	1390	65	451	40	158	24
Jockey-3_DSim	98	1585	74	498	43	162	28
Jockey-3_DSim	99	1582	73	497	42	168	27
Jockey-3_DSim	100	1602	73	503	44	167	27
Jockey-3_DSim	101	1571	72	505	43	172	27
Jockey-3_DSim	102	1644	72	510	43	172	27
Jockey-3_DSim	103	1725	75	517	42	176	27
Jockey-3_DSim	104	1671	75	504	42	178	25
Jockey-3_DSim	105	1667	75	503	43	180	25
Jockey-3_DSim	106	1721	76	508	45	184	25
